text,class
"Blair backs 'pre-election budget'

Tony Blair has backed Chancellor Gordon Brown's pre-Budget report amid opposition claims he was too bullish about the state of the UK economy.

In a speech in Edinburgh, the prime minister said Thursday's report reinforced stability and opportunity. And that would be central to Labour's next election campaign, planning for which was already well advanced. Mr Brown earlier denied his economic forecasts were too optimistic - but refused to rule out future tax rises.

He told BBC Radio 4's Today programme: ""No politician should make the mistake that John Major and his colleagues made in 1992 of saying no matter what the circumstances are, they can make all sorts of guarantees on every individual thing.

""That is not what politicians should do, it would not be responsible to do."" Mr Brown insisted his spending plans were ""affordable"" and he could afford to be optimistic because Britain was now a stable, low-inflation economy and house prices were now stabilising. Mr Blair praised his chancellor for his role in creating economic stability, which he said was the ""cornerstone"" of Labour's programme.

In a speech at Edinburgh's Napier University, he said Labour would publish over the next few months ""a rich agenda for future policy in any possible third term"".

""In every area of work there is a detailed plan for the future, much clearer than those in 1997 or 2001. All of it fits together around common themes of opportunity, security and stability for all,"" Mr Blair said. In his pre-Budget report, Mr Brown surprised some City experts by forecasting UK growth at between 3% and 3.5% for next year. Many believe the figure is more likely to be under 3% - and fear tax rises or spending cuts, saying tax receipts have been overestimated. Carl Emmerson, from the Institute for Fiscal Studies, told BBC News: ""He thinks everything will come out in the wash and it will, in fact, be OK. We're not so sure."" David Page, of Investec Securities, said: ""His forecast that he will meet the golden rule with a margin of Β£8bn is way too optimistic. ""It's going to take a significant turnaround in the economy to meet these targets.""

Conservative Shadow chancellor Oliver Letwin said: ""I can't find a single economic forecaster from the IMF to the Institute of Fiscal Studies who believes anything other than the chancellor has got a black hole in his finances. ""In order to deal with that he will have to raise taxes after the next general election."" Mr Letwin accused the chancellor of using ""fancy statistics"" to hide public service failures. Vincent Cable, for the Liberal Democrats, called on Mr Brown to open up the government's books to the National Audit Office, to see if he had met his ""golden rule"". ""It is very clear that there are some serious loose ends in government public spending,"" Mr Cable told MPs.
",irrelevant
"Nat Insurance to rise, say Tories

National Insurance will be raised if Labour wins the next election, Tory leader Michael Howard has claimed.

Tony Blair has said he does not want higher tax rates for top earners but on Wednesday said other tax promises would be left to Labour's manifesto. Prime minister's questions also saw Mr Blair predict that new plans would probably cut net immigration. He attacked Tory plans to process asylum claims abroad - but Mr Howard said Labour had proposed the idea too.

The Commons questions session again saw the leaders of the two biggest parties shape up for the forthcoming election campaign. The Tories have promised Β£4bn in tax cuts but have yet to say where they will fall. Mr Howard pointed to the Institute for Fiscal Studies' predictions that Labour will need to increase taxes to cover an Β£11bn gap in its spending plans. He accused ministers of wasting money on unsuccessful attempts to curb bad behaviour and truancy in schools and on slow asylum processing. It was no good Mr Blair claiming tax pledges were being left to the manifesto as he had given one to MPs on Tuesday about the top rate of income tax, argued Mr Howard. Pointing to national insurance, he added: ""Everyone knows tax will go up under Labour: isn't it now clear which tax it would be?""

Mr Blair instead hailed Labour's achievement in using a strong economy to invest in public services. ""When we have money not only going into extra teachers and nurses but equipment in schools and hospitals, that money is not wasted,"" he said. On the tax questions, he added: ""We will make commitments on tax at the time of the manifesto."" Home Secretary Charles Clarke this week published plans for a new points system for economic migrants, with only high-skilled workers allowed into the UK from outside the European Union.

Mr Blair said abuses would be weeded out and chain migration, where families automatically get the right to settle with immigrant workers, would end. That would probably create a fall in the migrant numbers, he said. The prime minister ridiculed the Tory plans for asylum quotas and for processing all asylum claims overseas. He challenged the Tories on which country would house their processing centres - what he called a ""fantasy island"". Mr Howard read from a letter about the government's own plans at the European Council of Ministers for processing asylum seekers outside the EU. But Mr Blair said: ""All the other countries could not agree on the way forward, nor could the UN.""
",irrelevant
"E-University 'disgraceful waste'

A failed government scheme to offer UK university courses online has been branded a ""disgraceful waste"" by MPs.

The e-University was scrapped last year, having attracted only 900 students at a cost of Β£50m. Chief executive John Beaumont was paid a bonus of Β£44,914, despite a failure to bring in private sector backers. The Commons education select committee called this ""morally indefensible"" but the government said the e-University project had ""improved understanding"".

A Department for Education and Skills spokeswoman said the venture had been ""ambitious and ground-breaking, but take-up had not been ""sufficient to continue with the project"". She added: ""UK e-Universities was not the only organisation to have lost out on private sector investment in the collapse of the dotcom boom."" The select committee found that those responsible for founding the e-University in 2000 had been caught up in the ""general atmosphere of enthusiasm"" surrounding the internet. Initial business plans forecast a quarter of a million students joining within a decade, bringing in at least Β£110m in profit.

But virtually no market research was carried out and just Β£4.2m was spent on worldwide sales and marketing of courses. Some Β£14m went on developing the technology to make the e-University work. This was used by just 200 students, the rest preferring to work through existing university websites. With no significant private investors and no direct accountability to a government minister, the e-University had had ""too much freedom to spend public money as it wished"", the report found. Committee chairman Barry Sheerman said: ""UK e-University was a terrible waste of public money. ""The senior executives failed to interest any private investors and showed an extraordinary over-confidence in their ability to attract students to the scheme."" The report warns that the government should not be scared off investment in innovative but potentially risky schemes by the failure of the e-University, but ""should learn the lessons from this disaster"".
",irrelevant
"Brown visits slum on Africa trip

Chancellor Gordon Brown has visited Kenya's biggest shantytown as he opened a week-long visit to Africa.

Mr Brown's trip is designed to highlight how the UK wants to make Africa's problems a priority of its chairmanship of the G8 this year. He will see an HIV/Aids orphanage in Tanzania and a women's credit union in Mozambique before chairing a meeting of the Commission for Africa in Cape Town. At slums in Narobi on Wednesday, he said education needs had to be tackled.

Speaking outside the Olympic Primary School, Mr Brown said: ""It is simply not acceptable in the modern age for the rest of the world to stand by and have hundreds of millions of children not getting the chance at education."" He pointed to international plans to invest $10bn for education in Africa over the next decade. The school is on the edge of Kibera, where 800,000 live often in huts made of mud, scrap metal and cardboard. Mr Brown's aides say he wants to find out more about the Kenyan Government's education policies, which included introducing free primary education in early 2003. The chancellor has already unveiled proposals for a G8 aid package which he has likened to the Marshall Plan used by the United States to rebuild Europe after World War Two. The trip follows claims of infighting between Mr Brown and Tony Blair detailed in a new book. Conservative leader Michael Howard is expected to seize on those reports at prime minister's questions at 1200 GMT on Wednesday.
",irrelevant
"UK 'needs true immigration data'

A former Home Office minister has called for an independent body to be set up to monitor UK immigration.

Barbara Roche said an organisation should monitor and publish figures and be independent of government. She said this would counter ""so-called independent"" groups like Migration Watch, which she described as an anti-immigration body posing as independent. Migration Watch says it is not against all immigration and the government already publishes accurate figures. Sir Andrew Green, chairman of the organisation, says there is no need for an independent body because Office of National Statistics data are accurate. He says he opposes large-scale immigration ""both on the grounds of overcrowding and culture"".

He said: ""For example, over the next 20 years one household in three will be due to immigration. ""We are already more overcrowded than India and we are four times more overcrowded than France."" Ms Roche, Labour MP for Hornsey and Wood Green, believes legal migration is something we should welcome. She said her proposals mean ""we wouldn't have so-called independent experts, like Migration Watch, who come into this debate from an anti-immigration point of view."" She went on: ""What I would like to see is there being a body which actually looked at the figures, published them, and was independent of government. ""I think that would go a long way to allaying some of the fears that are sometimes whipped up during this debate.""
",irrelevant
"Blair sets date for Africa report

The Commission for Africa's report will be released on 11 March - Comic Relief day, Tony Blair has said.

July's G8 summit in Gleneagles in Perthshire - chaired by the prime minister - will use the report as the basis for talks on Africa. The announcement followed the final meeting of the commission - which includes singer Bob Geldof - in London. As well as more aid, fairer trade and less debt, the commission is likely to demand action on corruption in Africa. Mr Blair told a news conference: ""It will be a report that's brutally frank about the reality, but I hope idealistic about what can be done if the will is there. ""It's an ambitious project we have set ourselves and you will have to judge on its outcome when we publish it.""

Mr Blair has vowed to put Africa at the top of his agenda during his time at the helm of the G8. He acknowledged he would have a ""a job of persuading to do"" on other nations to get the necessary commitment to debt relief. Bob Geldof, in characteristically blunt style, promised that the commission would not just be a talking shop but would deliver radical new thinking to change direction for Africa. The former rock star's presence on the commission has been interpreted as a sign that it will be uncompromising in its demands. The people involved include two African government leaders and a range of other African politicians, as well as experts from some other developed countries.
",irrelevant
"Butler launches attack on Blair

Former civil service chief Lord Butler has criticised the way Tony Blair's government operates, accusing it of being obsessed with headlines.

He also attacked the way the Iraq war was ""sold"" to the public, with important warnings on the strength of the intelligence left out. Tory leader Michael Howard said Lord Butler had given the ""most damaging testimony"" he could remember. But Downing Street said Mr Blair should be judged by results not his style.

Lord Butler said Mr Blair bypassed the Cabinet and relied instead on small, informal groups of advisers to help him make decisions. The prime minister's official spokesman said the Cabinet was still used to achieve a consensus on important issues. But he added: ""You cannot, in a modern government, take every decision in Cabinet. It's just not possible.""

Lord Butler said the government had too much freedom to ""bring in bad Bills"" and ""to do whatever it likes"" and it relied too much on the advice of political appointees. The former cabinet secretary said in an interview with The Spectator magazine: ""I would be critical of the present government in that there is too much emphasis on selling, there is too much central control and there is too little of what I would describe as reasoned deliberation which brings in all the arguments."" Mr Howard described Lord Butler's intervention as ""very important"". ""This is from someone who was an insider at the very heart of the Blair government. ""It is certainly the most damaging testimony I can ever remember from someone in such an eminent position.""

Lord Butler's report earlier this year into Iraq intelligence said the government's September 2002 weapons dossier did not make clear intelligence about claims that Saddam Hussein had stockpiles of chemical and biological weapons was ""very thin"". The reason for this is that it would have weakened ministers' case for war, Lord Butler said in his Spectator interview, which was conducted by the magazine's editor, Conservative MP Boris Johnson. He said: ""When civil servants give material to ministers, they say these are the conclusions we've drawn, but we've got to tell you the evidence we've got is pretty thin. ""Similarly, if you are giving something to the United Nations and the country you should warn them.""

Asked why he thought the warnings were not there Lord Butler said: ""One has got to remember what the purpose of the dossier was. The purpose of the dossier was to persuade the British why the government thought Iraq was a very serious threat.""

When asked whether he thought the country was well-governed on the whole, he replied: ""Well. I think we are a country where we suffer very badly from Parliament not having sufficient control over the executive, and that is a very grave flaw. ""We should be breaking away from the party whip. The executive is much too free to bring in a huge number of extremely bad Bills, a huge amount of regulation and to do whatever it likes - and whatever it likes is what will get the best headlines tomorrow. ""All that is part of what is bad government in this country."" Lord Butler's assessment was backed by his predecessor as Cabinet Secretary, Lord Armstrong. Lord Armstrong told BBC Two's Newsnight: ""I agree ... there doesn't appear to be the sort of informed collective political judgement brought to bear on decision-making that those affected by decisions are entitled to expect."" Liberal Democrat deputy leader Menzies Campbell said he thought Lord Butler's comments were ""well justified"" and Mr Blair's style of leadership was ""corrosive of the whole system of government"". But Labour former minister Jack Cunningham accused Lord Butler of basing his comments on the first eight months of the incoming Labour administration, when he was cabinet secretary. Mr Cunningham told BBC Radio 4's Today programme: ""Taken together, Robin Butler's comments are partial, inaccurate and cannot be taken as anything other than politically biased against the Labour government.""
",irrelevant
"Lib Dems demand new inquiry

A judge should look into the David Blunkett controversy as key questions remain unanswered, the Lib Dems say.

Sir Alan Budd's inquiry linked the ex-home secretary to the speeding up of a visa claim by his ex-lover's nanny. But he could not say whether Mr Blunkett had treated the nanny as a special case or had used her as an example of immigration problems. Lib Dem spokesman Mark Oaten said the number of officials who had forgotten what happened was worrying. He told BBC News: ""I'm extremely concerned that 20 individuals appear to have forgotten what happened or more suspiciously are not prepared to say what happened. ""That must be bad for government, it must be bad for public confidence in the system.""

Mr Oaten said people would be mystified why Sir Alan's inquiry failed to uncover why processing of the visa application was speeded up. He said: ""There is a strong case for a judge-led judicial review of this because, of course, next time it happens it may not be about a nanny and their visa. It may be about something even more important than that. ""So we do need to understand what took place and who was involved."" The Tories criticised the Lib Dem stance, saying Mr Oaten had initially said he accepted Mr Blunkett's word unless further evidence emerged. But Lib Dem officials say Mr Oaten was speaking when an inquiry was under way and was avoiding rushing to judgement.
",irrelevant
"UK set to cut back on embassies

Nine overseas embassies and high commissions will close in an effort to save money, UK Foreign Secretary Jack Straw has announced.

The Bahamas, East Timor, Madagascar and Swaziland are among the areas affected by the biggest shake-up for the diplomatic service for years. Other diplomatic posts are being turned over to local staff. Mr Straw said the move would save Β£6m a year to free up cash for priorities such as fighting terrorism.

Honorary consuls will be appointed in some of the areas affected by the embassy closures. Nine consulates or consulates general will also be closed, mostly in Europe and America.

They include Dallas in the US, Bordeaux in France and Oporto in Portugal, with local staff replacing UK representation in another 11. The changes are due to be put in place before the end of 2006, with most savings made from cutting staff and running costs. Some of the money will have to be used to fund redundancy payments. In a written statement, Mr Straw said: ""The savings made will help to underpin higher priority work in line with the Foreign and Commonwealth Office's strategic priorities, including counter- proliferation, counter-terrorism, energy and climate change. ""Some of the savings will also be redeployed to strategic priority work within certain regions where we are closing posts. ""In Africa, for instance, we plan to create new jobs to cover these issues across the region, with a new post in Nairobi to help support our work on climate change, one in Nigeria to cover energy and one in Pretoria to cover regional issues more generally as well as covering Maseru and Mbabane.""

The Foreign Office currently has about 6,100 UK-based staff. It has opened major new missions on Baghdad and Basra in Iraq, Kabul in Afghanistan and Pyongyang in North Korea since 1997 in response to what the government says are changing needs. Since 1997 10 overseas posts have been closed - excluding Wednesday's cuts - but 18 new embassies or consulates have been opened. The shake-up is aimed at helping making Β£86m in efficiency savings between 2005 and 2008. The chancellor has demanded all government departments make similar savings. Shadow foreign secretary Michael Ancram said there was a constant need to ensure value for money from foreign missions. ""But the government must give a far clearer reason for making the dramatic changes it has announced and must show that British commercial interests and the interests of Britons abroad will not be adversely affected,"" he said.
",irrelevant
"Labour targets 'hardcore truants'

A fresh crackdown on persistent truants in England has been launched by Education Secretary Ruth Kelly.

Serial truants make up one in 13 pupils. Previous initiatives brought 40,000 pupils back to school since 1997, according to official statistics. Parenting contracts, penalty notices and ""fast track"" prosecution systems have been used to tackle what has been a stubborn problem. It is thought that nearly half a million children skip school each day. Tories say Labour's previous success regarding the issue came because it tackled the easy part of the problem by reducing authorised absence, where parents are permitted to take children out of school. Such absences are often due to family holidays.

However, serial truants avoid the classroom despite government schemes costing Β£885m. Those missing classes are more likely to become involved in crime as well as failing academically. Measures such as parenting contracts and penalty notices were adopted by most local education authorities last term and come into force in the remainder this term. In one local education authority alone 800 parents were warned they would receive a penalty notice unless their child's attendance improved. The tough stance paid off with just 24 issued, while attendance improved in 776 cases. Truancy has been reduced by 5% at the 128 worst hit schools through the government's Behaviour Improvement Programme. This is the equivalent of 200 pupils back in classes since September.

The new measures come on top of national truancy sweeps - the sixth of which will take place on Monday. Police and education welfare officers patrol problem hotspots picking up truants and returning them to school. Held twice each year, in addition to routine local patrols, previous country-wide sweeps have apprehended 31,000 pupils dodging school. In almost 14,000 of those cases, the youngsters were accompanied by their parents. A Department for Education and Skills source said: ""Every day in school counts. ""It is clear form these figures that schools and local education authorities are now seizing the tools we have given them to improve school attendance and crack down hard on the very small numbers of pupils which account for almost half of the nation's truancy.""
",irrelevant
"Blunkett sorry over murder plan

David Blunkett has apologised to MPs after the Home Office announced ""prematurely"" via press release a review of murder laws.

The home secretary confirmed the review was to get under way in the wake of a Law Commission report which branded the current murder law as ""a mess"". He said the review would look at partial defences to murder, including provocation and at mandatory sentences. The Home Office has already said the review will begin next year.

On Wednesday, a Home Office spokeswoman said the terms of reference for the review had not been established but it was likely to include only England and Wales. News of the review was released because it was thought Mr Blunkett would make the official announcement in a Commons debate on Wednesday. But the announcement never came, with the home secretary saying the debate had never reached that stage. Amid opposition anger, Mr Blunkett had to answer an emergency question in Parliament on Thursday. He said he had taken steps to ensure the incident was not repeated. Shadow home secretary David Davis welcomed his ""gracious apology"" and the review itself. But he argued the minister should have volunteered a formal statement instead of having to be ""dragged"" to face MPs.

In its report, the Law Commission said it had found wide support among criminal justice professionals for an end to the mandatory life sentence for murder. The panel suggested different kinds of murders could be ""graded"" to recognise the seriousness of the offence.

But the Home Office said mandatory life sentences would not be abolished and argued courts already had flexibility. The commission, an independent body including two judges, a senior barrister and sentencing experts, had been asked to consider reforms to the defence of provocation in murder cases. But it said its proposals were unlikely to work without a far wider review of the law. Results of a consultation exercise showed 64 respondents out of 146 - among them 21 judges - believed a mandatory life sentence for every murder was ""indefensible and should cease"".

A key question was whether one category should continue to cover all types of murder from mercy killings to serial or contract killings. The commission found support for the idea of grading murders so that the sentence reflected the seriousness of the offence. But speaking after the report was published, Home Office minister Baroness Scotland said: ""Murder is the most serious of crimes and we have no intention of abolishing the mandatory life sentence. ""Where an offender is convicted of murder, the court must pass a life sentence."" The commission also recommended tightening the law so that the provocation defence cannot be used in cases where someone has killed for revenge, such as a jealous husband who murders an unfaithful wife.
",irrelevant
"Hunt demo at Labour meeting

Pro-hunt supporters are set to protest at Labour's spring conference.

The Countryside Alliance says it expects up to 4,000 supporters to demonstrate against the hunting ban. They have agreed to keep to a demonstration site on the other side of the River Tyne from the conference venue in Gateshead. A bid to overturn the law banning hunting with dogs in England and Wales has begun in the Court of Appeal. The ban comes into force on 18 February. The Court of Appeal is expected to rule early next week on whether the alliance's challenge has succeeded. Richard Dodd, regional director of the Countryside Alliance, said he expected between 2,000 and 4,000 supporters in Tyneside to make their protest, with hunt horns and placards.

Campaigners have been asked not to bring any animals or alcohol.

Mr Dodd said he did not believe there would be any repeat of the trouble which marred the pro-hunt demonstration outside Parliament in September. ""We are holding a static demonstration, just to remind Labour that we are not going away,"" he said. Northumbria Police said the pedestrian Millennium Bridge, by the demonstration site, will be shut if necessary. But Assistant Chief Constable David Warcup has liaised with several protest groups and said all negotiations had gone well. Fathers 4 Justice, pensioners' rights activists and Stop the War campaigners were also expected to demonstrate during the three-day conference which starts on Friday. Pro-hunt campaigners claims the 1949 Parliament Act - which extends the right of the House of Commons to overrule the House of Lords - was itself invalid because it was never passed by peers. The High Court last month ruled the act was valid and the proposed hunting ban was lawful. Pro-hunt supporters formally launched their second legal challenge to the ban in London's High Court on Thursday. The Countryside Alliance has lodged papers seeking a judicial review on human rights grounds. Animal welfare groups have welcomed the ban, many of whom have campaigned for a ban for decades saying hunting is cruel and unnecessary.
",irrelevant
"Claxton hunting first major medal

British hurdler Sarah Claxton is confident she can win her first major medal at next month's European Indoor Championships in Madrid.

The 25-year-old has already smashed the British record over 60m hurdles twice this season, setting a new mark of 7.96 seconds to win the AAAs title. ""I am quite confident,"" said Claxton. ""But I take each race as it comes. ""As long as I keep up my training but not do too much I think there is a chance of a medal."" Claxton has won the national 60m hurdles title for the past three years but has struggled to translate her domestic success to the international stage. Now, the Scotland-born athlete owns the equal fifth-fastest time in the world this year. And at last week's Birmingham Grand Prix, Claxton left European medal favourite Russian Irina Shevchenko trailing in sixth spot.

For the first time, Claxton has only been preparing for a campaign over the hurdles - which could explain her leap in form. In previous seasons, the 25-year-old also contested the long jump but since moving from Colchester to London she has re-focused her attentions. Claxton will see if her new training regime pays dividends at the European Indoors which take place on 5-6 March.
",irrelevant
"O'Sullivan could run in Worlds

Sonia O'Sullivan has indicated that she would like to participate in next month's World Cross Country Championships in St Etienne.

Athletics Ireland have hinted that the 35-year-old Cobh runner may be included in the official line-up for the event in France on 19-20 March. Provincial teams were selected after last Saturday's Nationals in Santry and will be officially announced this week. O'Sullivan is at present preparing for the London marathon on 17 April. The participation of O'Sullivan, currentily training at her base in Australia, would boost the Ireland team who won the bronze three years agio. The first three at Santry last Saturday, Jolene Byrne, Maria McCambridge and Fionnualla Britton, are automatic selections and will most likely form part of the long-course team. O'Sullivan will also take part in the Bupa Great Ireland Run on 9 April in Dublin.
",irrelevant
"Greene sets sights on world title

Maurice Greene aims to wipe out the pain of losing his Olympic 100m title in Athens by winning a fourth World Championship crown this summer.

He had to settle for bronze in Greece behind fellow American Justin Gatlin and Francis Obikwelu of Portugal. ""It really hurts to look at that medal. It was my mistake. I lost because of the things I did,"" said Greene, who races in Birmingham on Friday. ""It's never going to happen again. My goal - I'm going to win the worlds."" Greene crossed the line just 0.02 seconds behind Gatlin, who won in 9.87 seconds in one of the closest and fastest sprints of all time. But Greene believes he lost the race and his title in the semi-finals. ""In my semi-final race, I should have won the race but I was conserving energy. ""That's when Francis Obikwelu came up and I took third because I didn't know he was there. ""I believe that's what put me in lane seven in the final and, while I was in lane seven, I couldn't feel anything in the race.

""I just felt like I was running all alone. ""I believe if I was in the middle of the race I would have been able to react to people that came ahead of me."" Greene was also denied Olympic gold in the 4x100m men's relay when he could not catch Britain's Mark Lewis-Francis on the final leg. The Kansas star is set to go head-to-head with Lewis-Francis again at Friday's Norwich Union Grand Prix. The pair contest the 60m, the distance over which Greene currently holds the world record of 6.39 seconds. He then has another indoor meeting in France before resuming training for the outdoor season and the task of recapturing his world title in Helsinki in August. Greene believes Gatlin will again prove the biggest threat to his ambitions in Finland. But he also admits he faces more than one rival for the world crown. ""There's always someone else coming. I think when I was coming up I would say there was me and Ato (Boldon) in the young crowd,"" Greene said. ""Now you've got about five or six young guys coming up at the same time.""
",irrelevant
"IAAF launches fight against drugs

The IAAF - athletics' world governing body - has met anti-doping officials, coaches and athletes to co-ordinate the fight against drugs in sport.

Two task forces have been set up to examine doping and nutrition issues. It was also agreed that a programme to ""de-mystify"" the issue to athletes, the public and the media was a priority. ""Nothing was decided to change things - it was more to have a forum of the stakeholders allowing them to express themselves,"" said an IAAF spokesman. ""Getting everyone together gave us a lot of food for thought."" About 60 people attended Sunday's meeting in Monaco, including IAAF chief Lamine Diack and Namibian athlete Frankie Fredericks, now a member of the Athletes' Commission. ""I am very happy to see you all, members of the athletics family, respond positively to the IAAF call to sit together and discuss what more we can do in the fight against doping,"" said Diack. ""We are the leading Federation in this field and it is our duty to keep our sport clean."" The two task forces will report back to the IAAF Council, at its April meeting in Qatar.
",irrelevant
"Dibaba breaks 5,000m world record

Ethiopia's Tirunesh Dibaba set a new world record in winning the women's 5,000m at the Boston Indoor Games.

Dibaba won in 14 minutes 32.93 seconds to erase the previous world indoor mark of 14:39.29 set by another Ethiopian, Berhane Adera, in Stuttgart last year. But compatriot Kenenisa Bekele's record hopes were dashed when he miscounted his laps in the men's 3,000m and staged his sprint finish a lap too soon. Ireland's Alistair Cragg won in 7:39.89 as Bekele battled to second in 7:41.42. ""I didn't want to sit back and get out-kicked,"" said Cragg. ""So I kept on the pace. The plan was to go with 500m to go no matter what, but when Bekele made the mistake that was it. The race was mine."" Sweden's Carolina Kluft, the Olympic heptathlon champion, and Slovenia's Jolanda Ceplak had winning performances, too. Kluft took the long jump at 6.63m, while Ceplak easily won the women's 800m in 2:01.52.
",irrelevant
"Isinbayeva claims new world best

Pole vaulter Yelena Isinbayeva broke her own indoor world record by clearing 4.89 metres in Lievin on Saturday.

It was the Russian's 12th world record of her career and came just a few days after she cleared 4.88m at the Norwich Union Grand Prix in Birmingham. The Olympic champion went on to attempt 5.05m at the meeting on France but failed to clear that height. In the men's 60m, former Olympic 100m champion Maurice Greene could only finish second to Leonard Scott. It was Greene's second consecutive defeat at the hands of his fellow American, who also won in Birmingham last week. ""I ran my race perfectly,"" said Scott, who won in 6.46secs, his best time indoors. ""I am happy even if I know that Maurice is a long way from being at his peak at the start of the season.""
",irrelevant
"O'Sullivan commits to Dublin race

Sonia O'Sullivan will seek to regain her title at the Bupa Great Ireland Run on 9 April in Dublin.

The 35-year-old was beaten into fourth at last year's event, having won it a year earlier. ""I understand she's had a solid winter's training down in Australia after recovering from a minor injury,"" said race director Matthew Turnbull. Mark Carroll, Irish record holder at 3km, 5km and 10km, will make his debut in the mass participation 10km race. Carroll has stepped up his form in recent weeks and in late January scored an impressive 3,000m victory over leading American Alan Webb in Boston. Carroll will be facing stiff competition from Australian Craig Mottram, winner in Dublin for the last two years.
",irrelevant
"Hansen 'delays return until 2006'

British triple jumper Ashia Hansen has ruled out a comeback this year after a setback in her recovery from a bad knee injury, according to reports.

Hansen, the Commonwealth and European champion, has been sidelined since the European Cup in Poland in June 2004. It was hoped she would be able to return this summer, but the wound from the injury has been very slow to heal. Her coach Aston Moore told the Times: ""We're not looking at any sooner than 2006, not as a triple jumper."" Moore said Hansen may be able to return to sprinting and long jumping sooner, but there is no short-term prospect of her being involved again in her specialist event. ""There was a problem with the wound healing and it set back her rehabilitation by about two months, but that has been solved and we can push ahead now,"" he said. ""The aim is for her to get fit as an athlete - then we will start looking at sprinting and the long jump as an introduction back to the competitive arena."" Moore said he is confident Hansen can make it back to top-level competition, though it is unclear if that will be in time for the Commonwealth Games in Melbourne next March, when she will be 34. ""It's been a frustrating time for her, but it has not fazed her determination,"" he added.
",irrelevant
"Off-colour Gardener storms to win

Britain's Jason Gardener shook off an upset stomach to win the 60m at Sunday's Leipzig International meeting.

Gardener clocked 6.56 seconds to equal the meeting record and finished well ahead of Germany's Marc Blume, who crossed the line in 6.67 secs. The world indoor champion said: ""I got to the airport and my stomach was upset and I was vomiting. I almost went home. ""I felt a little better Sunday morning but decided I'd only run in the main race. Then everything went perfectly."" Gardener, part of the Great Britain 4x100m quartet that won gold at the Athens Olympics, will now turn his attention to next weekend's Norwich Union European Indoor trials in Sheffield.

""Given I am still off-colour I know there is plenty more in the tank and I expect to get faster in the next few weeks,"" he said. ""It's just a case of chipping away as I have done in previous years and the results will come."" Scotland's Ian Mackie was also in action in Leipzig. He stepped down from his favoured 400m to 200m to finish third in 21.72 secs. Germany's Alexander Kosenkow won the race in 21.07 secs with Dutchman Patrick van Balkom second in 21.58 secs. There were plenty of other senior British athletes showing their indoor form over the weekend. Promising 60m hurdler

clocked a new UK record of 7.98 seconds at a meeting in Norway. The 24-year-old reached the mark in her heat but had to settle for joint first place with former AAA champion Diane Allahgreen in the final.

, who broke onto the international scene at the Olympic Games last season, set an indoor personal best of 16.50m in the triple jump at a meeting in Ghent. That leap - 37cm short of Brazilian winner Jadel Gregorio's effort - was good enough to qualify for the European Indoor Championships. At the same meeting,

finished third in 7.27 seconds in a high-class women's 60m. The event was won by European medal favourite Christine Arron of France while Belgium rival Kim Gevaert was second. Britain's Joice Maduaka finished fifth in 7.35. Olympic bronze heptathlon medallist

made a low-key return to action at an indoor meeting in Birmingham. The 28-year-old cleared 1.76m to win the high jump and threw 13.86m in the women's shot put.
",irrelevant
"Collins to compete in Birmingham

World and Commonwealth 100m champion Kim Collins will compete in the 60m at the Norwich Union Grand Prix in Birmingham on 18 February.

The St Kitts and Nevis star joins British Olympic relay gold medallists Jason Gardener and Mark Lewis-Francis. Sydney Olympic 100m champion and world indoor record holder Maurice Greene and Athens Olympic 100m silver medallist Francis Obikwelu will also take part. Collins ran in Birmingham at the 2003 World Indoor Championships. ""I'm looking forward to competing against such a strong field,"" he said. ""I got a great reception form the crowd at the NIA when I won my 60m world indoor silver medal in 2003 and it will be really exciting to return to this venue."" The world champion says he's in good shape but he isn't underestimating the home competition. ""Jason Gardener and Mark Lewis-Francis are Olympic gold medallists now and I'm sure they'll be aiming to win in front of their home supporters. ""I'm looking forward to competing against Britain's best sprinters and I'm sure the 60 metres will be one of the most exciting races of the evening."" Collins was sixth in the Olympic final in Athens but is hoping for a better result at the World Championships in Finland this summer. ""This will be a big year for me and I plan to defend my 100m world title in Helsinki in August. Before then I want to perform well over 60m indoors and start my year in winning form.""
",irrelevant
"Radcliffe yet to answer GB call

Paula Radcliffe has been granted extra time to decide whether to compete in the World Cross-Country Championships.

The 31-year-old is concerned the event, which starts on 19 March in France, could upset her preparations for the London Marathon on 17 April. ""There is no question that Paula would be a huge asset to the GB team,"" said Zara Hyde Peters of UK Athletics. ""But she is working out whether she can accommodate the worlds without too much compromise in her marathon training."" Radcliffe must make a decision by Tuesday - the deadline for team nominations. British team member Hayley Yelling said the team would understand if Radcliffe opted out of the event. ""It would be fantastic to have Paula in the team,"" said the European cross-country champion. ""But you have to remember that athletics is basically an individual sport and anything achieved for the team is a bonus. ""She is not messing us around. We all understand the problem."" Radcliffe was world cross-country champion in 2001 and 2002 but missed last year's event because of injury. In her absence, the GB team won bronze in Brussels.
",irrelevant
